Date,Account,Status
08/24/2022 02:02:16,,Jarvee 3.3.1.1 is now active
09/01/2022 01:17:47,,Jarvee 3.3.1.1 is now active
10/24/2022 08:41:23,,Jarvee 3.3.1.1 is now active
10/24/2022 08:44:36,Martin_Malaysia1,Group Joiner - 'Martin_Malaysia1' -  is active
10/24/2022 08:44:39,Martin_Malaysia1,Group Joiner - 'Martin_Malaysia1' - Executing using 'https://www.facebook.com/groups/460183919270756'
10/24/2022 08:44:46,Martin_Malaysia2,Group Joiner - 'Martin_Malaysia2' -  is active
10/24/2022 08:44:46,Martin_Malaysia3,Group Joiner - 'Martin_Malaysia3' -  is active
10/24/2022 08:44:46,Martin_Malaysia4,Group Joiner - 'Martin_Malaysia4' -  is active
10/24/2022 08:44:46,Martin_Malaysia5,Group Joiner - 'Martin_Malaysia5' -  is active
10/24/2022 08:44:46,Martin_Malaysia6,Group Joiner - 'Martin_Malaysia6' -  is active
10/24/2022 08:44:46,Martin_Malaysia7,Group Joiner - 'Martin_Malaysia7' -  is active
10/24/2022 08:44:46,Martin_Malaysia8,Group Joiner - 'Martin_Malaysia8' -  is active
10/24/2022 08:44:46,Martin_Malaysia9,Group Joiner - 'Martin_Malaysia9' -  is active
10/24/2022 08:44:46,Martin_Malaysia10,Group Joiner - 'Martin_Malaysia10' -  is active
10/24/2022 08:44:46,Martin_Malaysia11,Group Joiner - 'Martin_Malaysia11' -  is active
10/24/2022 08:44:46,Martin_Malaysia12,Group Joiner - 'Martin_Malaysia12' -  is active
10/24/2022 08:44:46,Martin_Malaysia13,Group Joiner - 'Martin_Malaysia13' -  is active
10/24/2022 08:44:46,Martin_Malaysia14,Group Joiner - 'Martin_Malaysia14' -  is active
10/24/2022 08:44:46,Martin_Malaysia15,Group Joiner - 'Martin_Malaysia15' -  is active
10/24/2022 08:44:46,Martin_Malaysia16,Group Joiner - 'Martin_Malaysia16' -  is active
10/24/2022 08:44:46,Martin_Malaysia17,Group Joiner - 'Martin_Malaysia17' -  is active
10/24/2022 08:44:46,Martin_Malaysia18,Group Joiner - 'Martin_Malaysia18' -  is active
10/24/2022 08:44:46,Martin_Malaysia19,Group Joiner - 'Martin_Malaysia19' -  is active
10/24/2022 08:44:46,Martin_Malaysia20,Group Joiner - 'Martin_Malaysia20' -  is active
10/24/2022 08:44:46,Martin_Malaysia21,Group Joiner - 'Martin_Malaysia21' -  is active
10/24/2022 08:44:46,Martin_Malaysia22,Group Joiner - 'Martin_Malaysia22' -  is active
10/24/2022 08:44:46,Martin_Malaysia23,Group Joiner - 'Martin_Malaysia23' -  is active
10/24/2022 08:44:46,Martin_Malaysia24,Group Joiner - 'Martin_Malaysia24' -  is active
10/24/2022 08:44:46,Martin_Malaysia25,Group Joiner - 'Martin_Malaysia25' -  is active
10/24/2022 08:44:46,Martin_Malaysia26,Group Joiner - 'Martin_Malaysia26' -  is active
10/24/2022 08:44:46,Martin_Malaysia27,Group Joiner - 'Martin_Malaysia27' -  is active
10/24/2022 08:44:46,Martin_Malaysia28,Group Joiner - 'Martin_Malaysia28' -  is active
10/24/2022 08:44:46,Martin_Malaysia29,Group Joiner - 'Martin_Malaysia29' -  is active
10/24/2022 08:44:46,Martin_Malaysia30,Group Joiner - 'Martin_Malaysia30' -  is active
10/24/2022 08:44:46,Martin_Malaysia31,Group Joiner - 'Martin_Malaysia31' -  is active
10/24/2022 08:44:46,Martin_Malaysia32,Group Joiner - 'Martin_Malaysia32' -  is active
10/24/2022 08:44:46,Martin_Malaysia33,Group Joiner - 'Martin_Malaysia33' -  is active
10/24/2022 08:44:46,Martin_Malaysia34,Group Joiner - 'Martin_Malaysia34' -  is active
10/24/2022 08:44:46,Martin_Malaysia35,Group Joiner - 'Martin_Malaysia35' -  is active
10/24/2022 08:44:46,Martin_Malaysia36,Group Joiner - 'Martin_Malaysia36' -  is active
10/24/2022 08:44:46,Martin_Malaysia37,Group Joiner - 'Martin_Malaysia37' -  is active
10/24/2022 08:44:46,Martin_Malaysia38,Group Joiner - 'Martin_Malaysia38' -  is active
10/24/2022 08:44:46,Martin_Malaysia39,Group Joiner - 'Martin_Malaysia39' -  is active
10/24/2022 08:44:46,Martin_Malaysia40,Group Joiner - 'Martin_Malaysia40' -  is active
10/24/2022 08:44:46,Martin_Malaysia41,Group Joiner - 'Martin_Malaysia41' -  is active
10/24/2022 08:44:46,Martin_Malaysia42,Group Joiner - 'Martin_Malaysia42' -  is active
10/24/2022 08:44:46,Martin_Malaysia43,Group Joiner - 'Martin_Malaysia43' -  is active
10/24/2022 08:44:46,Martin_Malaysia44,Group Joiner - 'Martin_Malaysia44' -  is active
10/24/2022 08:44:46,Martin_Malaysia45,Group Joiner - 'Martin_Malaysia45' -  is active
10/24/2022 08:44:46,Martin_Malaysia46,Group Joiner - 'Martin_Malaysia46' -  is active
10/24/2022 08:44:46,Martin_Malaysia47,Group Joiner - 'Martin_Malaysia47' -  is active
10/24/2022 08:44:46,Martin_Malaysia48,Group Joiner - 'Martin_Malaysia48' -  is active
10/24/2022 08:44:46,Martin_Malaysia49,Group Joiner - 'Martin_Malaysia49' -  is active
10/24/2022 08:44:46,Martin_Malaysia50,Group Joiner - 'Martin_Malaysia50' -  is active
10/24/2022 08:44:46,Martin_Malaysia51,Group Joiner - 'Martin_Malaysia51' -  is active
10/24/2022 08:44:46,Martin_Malaysia52,Group Joiner - 'Martin_Malaysia52' -  is active
10/24/2022 08:44:46,Martin_Malaysia53,Group Joiner - 'Martin_Malaysia53' -  is active
10/24/2022 08:44:46,Martin_Malaysia54,Group Joiner - 'Martin_Malaysia54' -  is active
10/24/2022 08:44:46,Martin_Malaysia55,Group Joiner - 'Martin_Malaysia55' -  is active
10/24/2022 08:44:46,Martin_Malaysia56,Group Joiner - 'Martin_Malaysia56' -  is active
10/24/2022 08:44:46,Martin_Malaysia57,Group Joiner - 'Martin_Malaysia57' -  is active
10/24/2022 08:44:46,Martin_Malaysia58,Group Joiner - 'Martin_Malaysia58' -  is active
10/24/2022 08:44:46,Martin_Malaysia59,Group Joiner - 'Martin_Malaysia59' -  is active
10/24/2022 08:44:46,Martin_Malaysia60,Group Joiner - 'Martin_Malaysia60' -  is active
10/24/2022 08:44:46,Martin_Malaysia61,Group Joiner - 'Martin_Malaysia61' -  is active
10/24/2022 08:44:46,Martin_Malaysia62,Group Joiner - 'Martin_Malaysia62' -  is active
10/24/2022 08:44:46,Martin_Malaysia63,Group Joiner - 'Martin_Malaysia63' -  is active
10/24/2022 08:44:46,Martin_Malaysia64,Group Joiner - 'Martin_Malaysia64' -  is active
10/24/2022 08:44:47,Martin_Malaysia65,Group Joiner - 'Martin_Malaysia65' -  is active
