 ,Account,Status
12/2/2022 9:00,Hank_Malaysia64,Group Joiner - Hank_Malaysia64 - Finished operation
12/2/2022 9:01,Hank_Malaysia46,Group Joiner - 'Hank_Malaysia46' - Executing using 'https://www.facebook.com/groups/449196020632208'
12/2/2022 9:01,Hank_Malaysia62,Group Joiner - Hank_Malaysia62 - Finished operation
12/2/2022 9:01,Hank_Malaysia54,Group Joiner - 'Hank_Malaysia54' - Executing using 'https://www.facebook.com/groups/651468046494962'
12/2/2022 9:02,Hank_Malaysia46,Group Joiner - Hank_Malaysia46 - Finished operation
12/2/2022 9:02,Hank_Malaysia53,Group Joiner - 'Hank_Malaysia53' - Executing using 'https://www.facebook.com/groups/553820536427516'
12/2/2022 9:02,Hank_Malaysia54,Group Joiner - Hank_Malaysia54 - Finished operation
12/2/2022 9:02,Hank_Malaysia68,Group Joiner - 'Hank_Malaysia68' - Executing using 'https://www.facebook.com/groups/429397949131253'
12/2/2022 9:04,Hank_Malaysia53,Group Joiner - Hank_Malaysia53 - Finished operation
12/2/2022 9:04,Hank_Malaysia2,Group Joiner - 'Hank_Malaysia2' - Executing using 'https://www.facebook.com/groups/3070737906558681'
12/2/2022 9:04,Hank_Malaysia68,Group Joiner - Hank_Malaysia68 - Finished operation
12/2/2022 9:04,Hank_Malaysia10,Group Joiner - 'Hank_Malaysia10' - Executing using 'https://www.facebook.com/groups/651468046494962'
12/2/2022 9:05,Hank_Malaysia2,Group Joiner - Hank_Malaysia2 - Finished operation
12/2/2022 9:05,Hank_Malaysia69,Group Joiner - 'Hank_Malaysia69' - Executing using 'https://www.facebook.com/groups/1145357409405618'
12/2/2022 9:05,Hank_Malaysia10,Group Joiner - Hank_Malaysia10 - Finished operation
12/2/2022 9:05,Hank_Malaysia1,Group Joiner - 'Hank_Malaysia1' - Executing using 'https://www.facebook.com/groups/837593584260802'
12/2/2022 9:06,Hank_Malaysia69,Group Joiner - Hank_Malaysia69 - Finished operation
12/2/2022 9:06,Hank_Malaysia37,Group Joiner - 'Hank_Malaysia37' - Executing using 'https://www.facebook.com/groups/833087687822674'
12/2/2022 9:06,Hank_Malaysia1,Group Joiner - Hank_Malaysia1 - Finished operation
12/2/2022 9:06,Hank_Malaysia52,Group Joiner - 'Hank_Malaysia52' - Executing using 'https://www.facebook.com/groups/837593584260802'
12/2/2022 9:07,Hank_Malaysia37,Group Joiner - Hank_Malaysia37 - Finished operation
12/2/2022 9:07,Hank_Malaysia12,Group Joiner - 'Hank_Malaysia12' - Executing using 'https://www.facebook.com/groups/1319216465597534'
12/2/2022 9:08,Hank_Malaysia12,Group Joiner - Hank_Malaysia12 - Finished operation
12/2/2022 9:08,Hank_Malaysia52,Group Joiner - Hank_Malaysia52 - Finished operation
12/2/2022 9:08,Hank_Malaysia18,Group Joiner - 'Hank_Malaysia18' - Executing using 'https://www.facebook.com/groups/3070737906558681'
12/2/2022 9:08,Hank_Malaysia50,Group Joiner - 'Hank_Malaysia50' - Executing using 'https://www.facebook.com/groups/3070737906558681'
12/2/2022 9:09,Hank_Malaysia18,Group Joiner - Hank_Malaysia18 - Finished operation
12/2/2022 9:09,Hank_Malaysia48,Group Joiner - 'Hank_Malaysia48' - Executing using 'https://www.facebook.com/groups/511640393799618'
12/2/2022 9:10,Hank_Malaysia50,Group Joiner - Hank_Malaysia50 - Finished operation
12/2/2022 9:10,Hank_Malaysia30,Group Joiner - 'Hank_Malaysia30' - Executing using 'https://www.facebook.com/groups/553820536427516'
12/2/2022 9:10,Hank_Malaysia48,Group Joiner - Hank_Malaysia48 - Finished operation
12/2/2022 9:10,Hank_Malaysia23,Group Joiner - 'Hank_Malaysia23' - Executing using 'https://www.facebook.com/groups/511640393799618'
12/2/2022 9:11,Hank_Malaysia30,Group Joiner - Hank_Malaysia30 - Finished operation
12/2/2022 9:11,Hank_Malaysia29,Group Joiner - 'Hank_Malaysia29' - Executing using 'https://www.facebook.com/groups/429397949131253'
12/2/2022 9:12,Hank_Malaysia23,Group Joiner - Hank_Malaysia23 - Finished operation
12/2/2022 9:12,Hank_Malaysia27,Group Joiner - 'Hank_Malaysia27' - Executing using 'https://www.facebook.com/groups/833087687822674'
12/2/2022 9:13,Hank_Malaysia29,Group Joiner - Hank_Malaysia29 - Finished operation
12/2/2022 9:13,Hank_Malaysia51,Group Joiner - 'Hank_Malaysia51' - Executing using 'https://www.facebook.com/groups/833087687822674'
12/2/2022 9:13,Hank_Malaysia27,Group Joiner - Hank_Malaysia27 - Finished operation
12/2/2022 9:13,Hank_Malaysia39,Group Joiner - 'Hank_Malaysia39' - Executing using 'https://www.facebook.com/groups/511640393799618'
12/2/2022 9:13,,A restart was scheduled. Jarvee will automatically restart in 4 minute(s).
12/2/2022 9:14,Hank_Malaysia51,Group Joiner - Hank_Malaysia51 - Finished operation
12/2/2022 9:14,Hank_Malaysia5,Group Joiner - 'Hank_Malaysia5' - Executing using 'https://www.facebook.com/groups/5106606936106939'
12/2/2022 9:14,Hank_Malaysia39,Group Joiner - Hank_Malaysia39 - Finished operation
12/2/2022 9:14,Hank_Malaysia65,Group Joiner - 'Hank_Malaysia65' - Executing using 'https://www.facebook.com/groups/511640393799618'
12/2/2022 9:14,,A restart was scheduled. Jarvee will automatically restart in 3 minute(s).
12/2/2022 9:15,,A restart was scheduled. Jarvee will automatically restart in 2 minute(s).
12/2/2022 9:16,Hank_Malaysia5,Group Joiner - Hank_Malaysia5 - Finished operation
12/2/2022 9:16,Hank_Malaysia4,Group Joiner - 'Hank_Malaysia4' - Executing using 'https://www.facebook.com/groups/833087687822674'
12/2/2022 9:16,Hank_Malaysia65,Group Joiner - Hank_Malaysia65 - Finished operation
12/2/2022 9:16,Hank_Malaysia17,Group Joiner - 'Hank_Malaysia17' - Executing using 'https://www.facebook.com/groups/833087687822674'
12/2/2022 9:16,,A restart was scheduled. Jarvee will automatically restart in 1 minute(s).
12/2/2022 9:17,Hank_Malaysia4,Group Joiner - Hank_Malaysia4 - Finished operation
12/2/2022 9:17,Hank_Malaysia14,Group Joiner - 'Hank_Malaysia14' - Executing using 'https://www.facebook.com/groups/553820536427516'
12/2/2022 9:17,Hank_Malaysia14,Group Joiner - Error executing for the 'Hank_Malaysia14' account. : code  0  - The embedded browser got stuck during operations. URL: https://www.facebook.com/groups/553820536427516
12/2/2022 9:18,Hank_Malaysia44,Group Joiner - 'Hank_Malaysia44' - Executing using 'https://www.facebook.com/groups/5106606936106939'
12/2/2022 9:18,,Jarvee 3.3.1.1 is now active
12/2/2022 9:27,Hank_Malaysia63,Group Joiner - 'Hank_Malaysia63' - Executing using 'https://www.facebook.com/groups/5106606936106939'
12/2/2022 9:27,Hank_Malaysia26,Group Joiner - 'Hank_Malaysia26' - Executing using 'https://www.facebook.com/groups/5106606936106939'
12/2/2022 9:28,Hank_Malaysia26,Group Joiner - Hank_Malaysia26 - Finished operation
12/2/2022 9:28,Hank_Malaysia38,Group Joiner - 'Hank_Malaysia38' - Executing using 'https://www.facebook.com/groups/3070737906558681'
12/2/2022 9:29,Hank_Malaysia63,Group Joiner - Hank_Malaysia63 - Finished operation
12/2/2022 9:29,Hank_Malaysia37,Group Joiner - 'Hank_Malaysia37' - Executing using 'https://www.facebook.com/groups/651468046494962'
12/2/2022 9:30,Hank_Malaysia38,Group Joiner - Hank_Malaysia38 - Finished operation
12/2/2022 9:30,Hank_Malaysia57,Group Joiner - 'Hank_Malaysia57' - Executing using 'https://www.facebook.com/groups/511640393799618'
12/2/2022 9:30,Hank_Malaysia37,Group Joiner - Hank_Malaysia37 - Finished operation
12/2/2022 9:30,Hank_Malaysia61,Group Joiner - 'Hank_Malaysia61' - Executing using 'https://www.facebook.com/groups/429397949131253'
12/2/2022 9:31,Hank_Malaysia57,Group Joiner - Hank_Malaysia57 - Finished operation
12/2/2022 9:31,Hank_Malaysia9,Group Joiner - 'Hank_Malaysia9' - Executing using 'https://www.facebook.com/groups/449196020632208'
12/2/2022 9:32,Hank_Malaysia61,Group Joiner - Hank_Malaysia61 - Finished operation
12/2/2022 9:32,Hank_Malaysia55,Group Joiner - 'Hank_Malaysia55' - Executing using 'https://www.facebook.com/groups/429397949131253'
12/2/2022 9:32,Hank_Malaysia9,Group Joiner - Hank_Malaysia9 - Finished operation
12/2/2022 9:32,Hank_Malaysia15,Group Joiner - 'Hank_Malaysia15' - Executing using 'https://www.facebook.com/groups/833087687822674'
12/2/2022 9:33,Hank_Malaysia55,Group Joiner - Hank_Malaysia55 - Finished operation
12/2/2022 9:33,Hank_Malaysia59,Group Joiner - 'Hank_Malaysia59' - Executing using 'https://www.facebook.com/groups/833087687822674'
12/2/2022 9:34,Hank_Malaysia15,Group Joiner - Hank_Malaysia15 - Finished operation
12/2/2022 9:34,Hank_Malaysia27,Group Joiner - 'Hank_Malaysia27' - Executing using 'https://www.facebook.com/groups/651468046494962'
12/2/2022 9:35,Hank_Malaysia59,Group Joiner - Hank_Malaysia59 - Finished operation
12/2/2022 9:35,Hank_Malaysia2,Group Joiner - 'Hank_Malaysia2' - Executing using 'https://www.facebook.com/groups/1487781145028710'
12/2/2022 9:36,Hank_Malaysia27,Group Joiner - Hank_Malaysia27 - Finished operation
12/2/2022 9:36,Hank_Malaysia3,Group Joiner - 'Hank_Malaysia3' - Executing using 'https://www.facebook.com/groups/429397949131253'
12/2/2022 9:36,Hank_Malaysia2,Group Joiner - Hank_Malaysia2 - Finished operation
12/2/2022 9:36,Hank_Malaysia40,Group Joiner - 'Hank_Malaysia40' - Executing using 'https://www.facebook.com/groups/1487781145028710'
12/2/2022 9:37,Hank_Malaysia40,Group Joiner - Hank_Malaysia40 - Finished operation
12/2/2022 9:37,Hank_Malaysia42,Group Joiner - 'Hank_Malaysia42' - Executing using 'https://www.facebook.com/groups/1487781145028710'
12/2/2022 9:38,Hank_Malaysia3,Group Joiner - Hank_Malaysia3 - Finished operation
12/2/2022 9:38,Hank_Malaysia67,Group Joiner - 'Hank_Malaysia67' - Executing using 'https://www.facebook.com/groups/837593584260802'
12/2/2022 9:39,Hank_Malaysia42,Group Joiner - Hank_Malaysia42 - Finished operation
12/2/2022 9:39,Hank_Malaysia68,Group Joiner - 'Hank_Malaysia68' - Executing using 'https://www.facebook.com/groups/511640393799618'
12/2/2022 9:39,Hank_Malaysia67,Group Joiner - Hank_Malaysia67 - Finished operation
12/2/2022 9:39,Hank_Malaysia50,Group Joiner - 'Hank_Malaysia50' - Executing using 'https://www.facebook.com/groups/1487781145028710'
12/2/2022 9:41,Hank_Malaysia68,Group Joiner - Hank_Malaysia68 - Finished operation
12/2/2022 9:41,Hank_Malaysia16,Group Joiner - 'Hank_Malaysia16' - Executing using 'https://www.facebook.com/groups/449196020632208'
12/2/2022 9:41,Hank_Malaysia50,Group Joiner - Hank_Malaysia50 - Finished operation
12/2/2022 9:41,Hank_Malaysia6,Group Joiner - 'Hank_Malaysia6' - Executing using 'https://www.facebook.com/groups/429397949131253'
12/2/2022 9:42,Hank_Malaysia16,Group Joiner - Hank_Malaysia16 - Finished operation
12/2/2022 9:42,Hank_Malaysia31,Group Joiner - 'Hank_Malaysia31' - Executing using 'https://www.facebook.com/groups/651468046494962'
12/2/2022 9:43,Hank_Malaysia6,Group Joiner - Hank_Malaysia6 - Finished operation
12/2/2022 9:43,Hank_Malaysia51,Group Joiner - 'Hank_Malaysia51' - Executing using 'https://www.facebook.com/groups/651468046494962'
12/2/2022 9:44,Hank_Malaysia31,Group Joiner - Hank_Malaysia31 - Finished operation
12/2/2022 9:44,Hank_Malaysia10,Group Joiner - 'Hank_Malaysia10' - Executing using 'https://www.facebook.com/groups/553820536427516'
12/2/2022 9:45,Hank_Malaysia51,Group Joiner - Hank_Malaysia51 - Finished operation
12/2/2022 9:45,Hank_Malaysia18,Group Joiner - 'Hank_Malaysia18' - Executing using 'https://www.facebook.com/groups/1487781145028710'
12/2/2022 9:46,Hank_Malaysia10,Group Joiner - Hank_Malaysia10 - Finished operation
12/2/2022 9:46,Hank_Malaysia18,Group Joiner - Hank_Malaysia18 - Finished operation
12/2/2022 9:46,Hank_Malaysia21,Group Joiner - 'Hank_Malaysia21' - Executing using 'https://www.facebook.com/groups/429397949131253'
12/2/2022 9:46,Hank_Malaysia13,Group Joiner - 'Hank_Malaysia13' - Executing using 'https://www.facebook.com/groups/553820536427516'
12/2/2022 9:47,Hank_Malaysia13,Group Joiner - Hank_Malaysia13 - Finished operation
12/2/2022 9:47,Hank_Malaysia21,Group Joiner - Hank_Malaysia21 - Finished operation
12/2/2022 9:47,Hank_Malaysia23,Group Joiner - 'Hank_Malaysia23' - Executing using 'https://www.facebook.com/groups/5106606936106939'
12/2/2022 9:47,Hank_Malaysia66,Group Joiner - 'Hank_Malaysia66' - Executing using 'https://www.facebook.com/groups/833087687822674'
12/2/2022 9:49,Hank_Malaysia23,Group Joiner - Hank_Malaysia23 - Finished operation
12/2/2022 9:49,Hank_Malaysia69,Group Joiner - 'Hank_Malaysia69' - Executing using 'https://www.facebook.com/groups/708144980707745'
12/2/2022 9:49,Hank_Malaysia66,Group Joiner - Hank_Malaysia66 - Finished operation
12/2/2022 9:49,Hank_Malaysia48,Group Joiner - 'Hank_Malaysia48' - Executing using 'https://www.facebook.com/groups/5106606936106939'
12/2/2022 9:51,Hank_Malaysia69,Group Joiner - Error executing for the 'Hank_Malaysia69' account. : code  34  - no change on group page URL: https://www.facebook.com/groups/708144980707745
12/2/2022 9:51,Hank_Malaysia49,Group Joiner - 'Hank_Malaysia49' - Executing using 'https://www.facebook.com/groups/429397949131253'
12/2/2022 9:51,Hank_Malaysia48,Group Joiner - Hank_Malaysia48 - Finished operation
12/2/2022 9:51,Hank_Malaysia36,Group Joiner - 'Hank_Malaysia36' - Executing using 'https://www.facebook.com/groups/553820536427516'
12/2/2022 9:52,Hank_Malaysia49,Group Joiner - Hank_Malaysia49 - Finished operation
12/2/2022 9:52,Hank_Malaysia12,Group Joiner - 'Hank_Malaysia12' - Executing using 'https://www.facebook.com/groups/3070737906558681'
12/2/2022 9:53,Hank_Malaysia36,Group Joiner - Hank_Malaysia36 - Finished operation
12/2/2022 9:53,Hank_Malaysia7,Group Joiner - 'Hank_Malaysia7' - Executing using 'https://www.facebook.com/groups/511640393799618'
12/2/2022 9:53,Hank_Malaysia12,Group Joiner - Hank_Malaysia12 - Finished operation
12/2/2022 9:53,Hank_Malaysia20,Group Joiner - 'Hank_Malaysia20' - Executing using 'https://www.facebook.com/groups/553820536427516'
12/2/2022 9:54,Hank_Malaysia7,Group Joiner - Hank_Malaysia7 - Finished operation
12/2/2022 9:54,Hank_Malaysia44,Group Joiner - 'Hank_Malaysia44' - Executing using 'https://www.facebook.com/groups/5106606936106939'
12/2/2022 9:55,Hank_Malaysia20,Group Joiner - Hank_Malaysia20 - Finished operation
12/2/2022 9:55,Hank_Malaysia22,Group Joiner - 'Hank_Malaysia22' - Executing using 'https://www.facebook.com/groups/5106606936106939'
12/2/2022 9:56,Hank_Malaysia44,Group Joiner - Hank_Malaysia44 - Finished operation
12/2/2022 9:56,Hank_Malaysia41,Group Joiner - 'Hank_Malaysia41' - Executing using 'https://www.facebook.com/groups/429397949131253'
12/2/2022 9:56,Hank_Malaysia22,Group Joiner - Hank_Malaysia22 - Finished operation
12/2/2022 9:56,Hank_Malaysia56,Group Joiner - 'Hank_Malaysia56' - Executing using 'https://www.facebook.com/groups/651468046494962'
12/2/2022 9:57,Hank_Malaysia41,Group Joiner - Hank_Malaysia41 - Finished operation
12/2/2022 9:57,Hank_Malaysia3,Group Joiner - 'Hank_Malaysia3' - Executing using 'https://www.facebook.com/groups/511640393799618'
12/2/2022 9:58,Hank_Malaysia56,Group Joiner - Hank_Malaysia56 - Finished operation
12/2/2022 9:58,Hank_Malaysia57,Group Joiner - 'Hank_Malaysia57' - Executing using 'https://www.facebook.com/groups/5106606936106939'
12/2/2022 9:59,Hank_Malaysia57,Group Joiner - Hank_Malaysia57 - Finished operation
12/2/2022 9:59,Hank_Malaysia65,Group Joiner - 'Hank_Malaysia65' - Executing using 'https://www.facebook.com/groups/5106606936106939'
12/2/2022 9:59,Hank_Malaysia3,Group Joiner - Hank_Malaysia3 - Finished operation
12/2/2022 9:59,Hank_Malaysia5,Group Joiner - 'Hank_Malaysia5' - Executing using 'https://www.facebook.com/groups/449196020632208'
12/2/2022 10:00,Hank_Malaysia65,Group Joiner - Hank_Malaysia65 - Finished operation
12/2/2022 10:00,Hank_Malaysia37,Group Joiner - 'Hank_Malaysia37' - Executing using 'https://www.facebook.com/groups/553820536427516'
12/2/2022 10:01,Hank_Malaysia5,Group Joiner - Hank_Malaysia5 - Finished operation
12/2/2022 10:01,Hank_Malaysia46,Group Joiner - 'Hank_Malaysia46' - Executing using 'https://www.facebook.com/groups/837593584260802'
12/2/2022 10:02,Hank_Malaysia37,Group Joiner - Hank_Malaysia37 - Finished operation
12/2/2022 10:02,Hank_Malaysia62,Group Joiner - 'Hank_Malaysia62' - Executing using 'https://www.facebook.com/groups/669531141125476'
12/2/2022 10:03,Hank_Malaysia46,Group Joiner - Hank_Malaysia46 - Finished operation
12/2/2022 10:03,Hank_Malaysia55,Group Joiner - 'Hank_Malaysia55' - Executing using 'https://www.facebook.com/groups/511640393799618'
12/2/2022 10:04,Hank_Malaysia62,Group Joiner - Hank_Malaysia62 - Finished operation
12/2/2022 10:04,Hank_Malaysia1,Group Joiner - 'Hank_Malaysia1' - Executing using 'https://www.facebook.com/groups/624827702618032'
12/2/2022 10:04,Hank_Malaysia55,Group Joiner - Hank_Malaysia55 - Finished operation
12/2/2022 10:04,Hank_Malaysia61,Group Joiner - 'Hank_Malaysia61' - Executing using 'https://www.facebook.com/groups/511640393799618'
12/2/2022 10:05,Hank_Malaysia1,Group Joiner - Hank_Malaysia1 - Finished operation
12/2/2022 10:05,Hank_Malaysia33,Group Joiner - 'Hank_Malaysia33' - Executing using 'https://www.facebook.com/groups/449196020632208'
12/2/2022 10:06,Hank_Malaysia61,Group Joiner - Hank_Malaysia61 - Finished operation
12/2/2022 10:06,Hank_Malaysia6,Group Joiner - 'Hank_Malaysia6' - Executing using 'https://www.facebook.com/groups/511640393799618'
12/2/2022 10:07,Hank_Malaysia33,Group Joiner - Hank_Malaysia33 - Finished operation
12/2/2022 10:07,Hank_Malaysia48,Group Joiner - 'Hank_Malaysia48' - Executing using 'https://www.facebook.com/groups/449196020632208'
12/2/2022 10:07,Hank_Malaysia6,Group Joiner - Hank_Malaysia6 - Finished operation
12/2/2022 10:07,Hank_Malaysia14,Group Joiner - 'Hank_Malaysia14' - Executing using 'https://www.facebook.com/groups/553820536427516'
12/2/2022 10:09,Hank_Malaysia48,Group Joiner - Hank_Malaysia48 - Finished operation
12/2/2022 10:09,Hank_Malaysia8,Group Joiner - 'Hank_Malaysia8' - Executing using 'https://www.facebook.com/groups/3070737906558681'
12/2/2022 10:09,Hank_Malaysia14,Group Joiner - Hank_Malaysia14 - Finished operation
12/2/2022 10:09,Hank_Malaysia47,Group Joiner - 'Hank_Malaysia47' - Executing using 'https://www.facebook.com/groups/833087687822674'
12/2/2022 10:10,Hank_Malaysia8,Group Joiner - Hank_Malaysia8 - Finished operation
12/2/2022 10:10,Hank_Malaysia21,Group Joiner - 'Hank_Malaysia21' - Executing using 'https://www.facebook.com/groups/511640393799618'
12/2/2022 10:11,Hank_Malaysia47,Group Joiner - Hank_Malaysia47 - Finished operation
12/2/2022 10:11,Hank_Malaysia50,Group Joiner - 'Hank_Malaysia50' - Executing using 'https://www.facebook.com/groups/833087687822674'
12/2/2022 10:12,Hank_Malaysia21,Group Joiner - Hank_Malaysia21 - Finished operation
12/2/2022 10:12,Hank_Malaysia17,Group Joiner - 'Hank_Malaysia17' - Executing using 'https://www.facebook.com/groups/833087687822674'
12/2/2022 10:13,Hank_Malaysia50,Group Joiner - Hank_Malaysia50 - Finished operation
12/2/2022 10:13,Hank_Malaysia54,Group Joiner - 'Hank_Malaysia54' - Executing using 'https://www.facebook.com/groups/553820536427516'
12/2/2022 10:13,Hank_Malaysia17,Group Joiner - Hank_Malaysia17 - Finished operation
12/2/2022 10:13,Hank_Malaysia67,Group Joiner - 'Hank_Malaysia67' - Executing using 'https://www.facebook.com/groups/624827702618032'
12/2/2022 10:15,Hank_Malaysia54,Group Joiner - Hank_Malaysia54 - Finished operation
12/2/2022 10:15,Hank_Malaysia67,Group Joiner - Hank_Malaysia67 - Finished operation
12/2/2022 10:15,Hank_Malaysia58,Group Joiner - 'Hank_Malaysia58' - Executing using 'https://www.facebook.com/groups/511640393799618'
12/2/2022 10:15,Hank_Malaysia25,Group Joiner - 'Hank_Malaysia25' - Executing using 'https://www.facebook.com/groups/429397949131253'
12/2/2022 10:16,Hank_Malaysia58,Group Joiner - Hank_Malaysia58 - Finished operation
12/2/2022 10:17,Hank_Malaysia34,Group Joiner - 'Hank_Malaysia34' - Executing using 'https://www.facebook.com/groups/5106606936106939'
12/2/2022 10:17,Hank_Malaysia25,Group Joiner - Hank_Malaysia25 - Finished operation
12/2/2022 10:17,Hank_Malaysia4,Group Joiner - 'Hank_Malaysia4' - Executing using 'https://www.facebook.com/groups/651468046494962'
12/2/2022 10:18,Hank_Malaysia34,Group Joiner - Hank_Malaysia34 - Finished operation
12/2/2022 10:18,Hank_Malaysia26,Group Joiner - 'Hank_Malaysia26' - Executing using 'https://www.facebook.com/groups/449196020632208'
12/2/2022 10:19,Hank_Malaysia4,Group Joiner - Hank_Malaysia4 - Finished operation
12/2/2022 10:19,Hank_Malaysia9,Group Joiner - 'Hank_Malaysia9' - Executing using 'https://www.facebook.com/groups/837593584260802'
12/2/2022 10:20,Hank_Malaysia26,Group Joiner - Hank_Malaysia26 - Finished operation
12/2/2022 10:20,Hank_Malaysia35,Group Joiner - 'Hank_Malaysia35' - Executing using 'https://www.facebook.com/groups/511640393799618'
12/2/2022 10:21,Hank_Malaysia9,Group Joiner - Hank_Malaysia9 - Finished operation
12/2/2022 10:21,Hank_Malaysia15,Group Joiner - 'Hank_Malaysia15' - Executing using 'https://www.facebook.com/groups/651468046494962'
12/2/2022 10:22,Hank_Malaysia35,Group Joiner - Hank_Malaysia35 - Finished operation
12/2/2022 10:22,Hank_Malaysia63,Group Joiner - 'Hank_Malaysia63' - Executing using 'https://www.facebook.com/groups/449196020632208'
12/2/2022 10:22,Hank_Malaysia15,Group Joiner - Hank_Malaysia15 - Finished operation
12/2/2022 10:22,Hank_Malaysia2,Group Joiner - 'Hank_Malaysia2' - Executing using 'https://www.facebook.com/groups/833087687822674'
12/2/2022 10:23,Hank_Malaysia63,Group Joiner - Hank_Malaysia63 - Finished operation
12/2/2022 10:23,Hank_Malaysia43,Group Joiner - 'Hank_Malaysia43' - Executing using 'https://www.facebook.com/groups/5106606936106939'
12/2/2022 10:24,Hank_Malaysia2,Group Joiner - Hank_Malaysia2 - Finished operation
12/2/2022 10:24,Hank_Malaysia16,Group Joiner - 'Hank_Malaysia16' - Executing using 'https://www.facebook.com/groups/837593584260802'
12/2/2022 10:25,Hank_Malaysia43,Group Joiner - Hank_Malaysia43 - Finished operation
12/2/2022 10:25,Hank_Malaysia66,Group Joiner - 'Hank_Malaysia66' - Executing using 'https://www.facebook.com/groups/651468046494962'
12/2/2022 10:25,Hank_Malaysia16,Group Joiner - Hank_Malaysia16 - Finished operation
12/2/2022 10:25,Hank_Malaysia53,Group Joiner - 'Hank_Malaysia53' - Executing using 'https://www.facebook.com/groups/429397949131253'
12/2/2022 10:27,Hank_Malaysia53,Group Joiner - Hank_Malaysia53 - Finished operation
12/2/2022 10:27,Hank_Malaysia66,Group Joiner - Hank_Malaysia66 - Finished operation
12/2/2022 10:27,Hank_Malaysia10,Group Joiner - 'Hank_Malaysia10' - Executing using 'https://www.facebook.com/groups/429397949131253'
12/2/2022 10:27,Hank_Malaysia19,Group Joiner - 'Hank_Malaysia19' - Executing using 'https://www.facebook.com/groups/833087687822674'
12/2/2022 10:28,Hank_Malaysia19,Group Joiner - Hank_Malaysia19 - Finished operation
12/2/2022 10:28,Hank_Malaysia60,Group Joiner - 'Hank_Malaysia60' - Executing using 'https://www.facebook.com/groups/5106606936106939'
12/2/2022 10:28,Hank_Malaysia10,Group Joiner - Hank_Malaysia10 - Finished operation
12/2/2022 10:29,Hank_Malaysia51,Group Joiner - 'Hank_Malaysia51' - Executing using 'https://www.facebook.com/groups/553820536427516'
12/2/2022 10:30,Hank_Malaysia60,Group Joiner - Hank_Malaysia60 - Finished operation
12/2/2022 10:30,Hank_Malaysia55,Group Joiner - 'Hank_Malaysia55' - Executing using 'https://www.facebook.com/groups/5106606936106939'
12/2/2022 10:30,Hank_Malaysia51,Group Joiner - Hank_Malaysia51 - Finished operation
12/2/2022 10:30,Hank_Malaysia11,Group Joiner - 'Hank_Malaysia11' - Executing using 'https://www.facebook.com/groups/5106606936106939'
12/2/2022 10:31,Hank_Malaysia55,Group Joiner - Hank_Malaysia55 - Finished operation
12/2/2022 10:31,Hank_Malaysia6,Group Joiner - 'Hank_Malaysia6' - Executing using 'https://www.facebook.com/groups/5106606936106939'
12/2/2022 10:32,Hank_Malaysia11,Group Joiner - Hank_Malaysia11 - Finished operation
12/2/2022 10:32,Hank_Malaysia32,Group Joiner - 'Hank_Malaysia32' - Executing using 'https://www.facebook.com/groups/429397949131253'
12/2/2022 10:33,Hank_Malaysia6,Group Joiner - Hank_Malaysia6 - Finished operation
12/2/2022 10:33,Hank_Malaysia38,Group Joiner - 'Hank_Malaysia38' - Executing using 'https://www.facebook.com/groups/1487781145028710'
12/2/2022 10:33,Hank_Malaysia32,Group Joiner - Hank_Malaysia32 - Finished operation
12/2/2022 10:33,Hank_Malaysia69,Group Joiner - 'Hank_Malaysia69' - Executing using 'https://www.facebook.com/groups/708144980707745'
12/2/2022 10:34,Hank_Malaysia69,Group Joiner - Hank_Malaysia69 - Finished operation
12/2/2022 10:34,Hank_Malaysia62,Group Joiner - 'Hank_Malaysia62' - Executing using 'https://www.facebook.com/groups/1319216465597534'
12/2/2022 10:35,Hank_Malaysia38,Group Joiner - Hank_Malaysia38 - Finished operation
12/2/2022 10:35,Hank_Malaysia44,Group Joiner - 'Hank_Malaysia44' - Executing using 'https://www.facebook.com/groups/449196020632208'
12/2/2022 10:36,Hank_Malaysia62,Group Joiner - Error executing for the 'Hank_Malaysia62' account. : code  34  - no change on group page URL: https://www.facebook.com/groups/1319216465597534
12/2/2022 10:36,Hank_Malaysia54,Group Joiner - 'Hank_Malaysia54' - Executing using 'https://www.facebook.com/groups/429397949131253'
12/2/2022 10:36,Hank_Malaysia44,Group Joiner - Hank_Malaysia44 - Finished operation
12/2/2022 10:36,Hank_Malaysia61,Group Joiner - 'Hank_Malaysia61' - Executing using 'https://www.facebook.com/groups/5106606936106939'
12/2/2022 10:38,Hank_Malaysia54,Group Joiner - Hank_Malaysia54 - Finished operation
12/2/2022 10:38,Hank_Malaysia58,Group Joiner - 'Hank_Malaysia58' - Executing using 'https://www.facebook.com/groups/5106606936106939'
12/2/2022 10:38,Hank_Malaysia61,Group Joiner - Hank_Malaysia61 - Finished operation
12/2/2022 10:38,Hank_Malaysia21,Group Joiner - 'Hank_Malaysia21' - Executing using 'https://www.facebook.com/groups/5106606936106939'
12/2/2022 10:39,Hank_Malaysia58,Group Joiner - Hank_Malaysia58 - Finished operation
12/2/2022 10:39,Hank_Malaysia1,Group Joiner - 'Hank_Malaysia1' - Executing using 'https://www.facebook.com/groups/697827292063612'
12/2/2022 10:40,Hank_Malaysia21,Group Joiner - Hank_Malaysia21 - Finished operation
12/2/2022 10:40,Hank_Malaysia24,Group Joiner - 'Hank_Malaysia24' - Executing using 'https://www.facebook.com/groups/429397949131253'
12/2/2022 10:41,Hank_Malaysia1,Group Joiner - Hank_Malaysia1 - Finished operation
