Date,Account,Status
07/29/2022 23:55:03,,Jarvee 3.3.1.1 is now active
07/30/2022 00:11:43,,Jarvee 3.3.1.1 is now active
07/30/2022 08:32:13,,Jarvee 3.3.1.1 is now active
08/01/2022 04:41:41,,Jarvee 3.3.1.1 is now active
08/03/2022 03:59:19,,Jarvee 3.3.1.1 is now active
11/02/2022 08:08:03,,Jarvee 3.3.1.1 is now active
11/02/2022 08:11:40,Moeed_Malaysia1,Group Joiner - 'Moeed_Malaysia1' -  is active
11/02/2022 08:11:44,Moeed_Malaysia1,Group Joiner - 'Moeed_Malaysia1' - Executing using 'https://www.facebook.com/groups/460183919270756'
11/02/2022 08:11:50,Moeed_Malaysia2,Group Joiner - 'Moeed_Malaysia2' -  is active
11/02/2022 08:11:50,Moeed_Malaysia3,Group Joiner - 'Moeed_Malaysia3' -  is active
11/02/2022 08:11:50,Moeed_Malaysia4,Group Joiner - 'Moeed_Malaysia4' -  is active
11/02/2022 08:11:50,Moeed_Malaysia5,Group Joiner - 'Moeed_Malaysia5' -  is active
11/02/2022 08:11:50,Moeed_Malaysia6,Group Joiner - 'Moeed_Malaysia6' -  is active
11/02/2022 08:11:50,Moeed_Malaysia7,Group Joiner - 'Moeed_Malaysia7' -  is active
11/02/2022 08:11:50,Moeed_Malaysia8,Group Joiner - 'Moeed_Malaysia8' -  is active
11/02/2022 08:11:50,Moeed_Malaysia9,Group Joiner - 'Moeed_Malaysia9' -  is active
11/02/2022 08:11:50,Moeed_Malaysia10,Group Joiner - 'Moeed_Malaysia10' -  is active
11/02/2022 08:11:50,Moeed_Malaysia11,Group Joiner - 'Moeed_Malaysia11' -  is active
11/02/2022 08:11:50,Moeed_Malaysia12,Group Joiner - 'Moeed_Malaysia12' -  is active
11/02/2022 08:11:50,Moeed_Malaysia13,Group Joiner - 'Moeed_Malaysia13' -  is active
11/02/2022 08:11:50,Moeed_Malaysia14,Group Joiner - 'Moeed_Malaysia14' -  is active
11/02/2022 08:11:50,Moeed_Malaysia15,Group Joiner - 'Moeed_Malaysia15' -  is active
11/02/2022 08:11:50,Moeed_Malaysia16,Group Joiner - 'Moeed_Malaysia16' -  is active
11/02/2022 08:11:50,Moeed_Malaysia17,Group Joiner - 'Moeed_Malaysia17' -  is active
11/02/2022 08:11:50,Moeed_Malaysia18,Group Joiner - 'Moeed_Malaysia18' -  is active
11/02/2022 08:11:50,Moeed_Malaysia19,Group Joiner - 'Moeed_Malaysia19' -  is active
11/02/2022 08:11:50,Moeed_Malaysia20,Group Joiner - 'Moeed_Malaysia20' -  is active
11/02/2022 08:11:50,Moeed_Malaysia21,Group Joiner - 'Moeed_Malaysia21' -  is active
11/02/2022 08:11:50,Moeed_Malaysia22,Group Joiner - 'Moeed_Malaysia22' -  is active
11/02/2022 08:11:50,Moeed_Malaysia23,Group Joiner - 'Moeed_Malaysia23' -  is active
11/02/2022 08:11:50,Moeed_Malaysia24,Group Joiner - 'Moeed_Malaysia24' -  is active
11/02/2022 08:11:50,Moeed_Malaysia25,Group Joiner - 'Moeed_Malaysia25' -  is active
11/02/2022 08:11:50,Moeed_Malaysia26,Group Joiner - 'Moeed_Malaysia26' -  is active
11/02/2022 08:11:50,Moeed_Malaysia27,Group Joiner - 'Moeed_Malaysia27' -  is active
11/02/2022 08:11:50,Moeed_Malaysia28,Group Joiner - 'Moeed_Malaysia28' -  is active
11/02/2022 08:11:50,Moeed_Malaysia29,Group Joiner - 'Moeed_Malaysia29' -  is active
